subcode,run,exptype,sure_bet,prob_bet,choice,prob,type
30,3,2,5,6,1,0.55,0
30,3,2,10,28,-1,0.55,0
30,3,2,7,14,-1,0.55,0
30,3,2,5,10,-1,0.55,0
30,3,2,14,28,-1,0.55,0
30,3,2,28,112,-1,0.55,0
30,3,2,20,34,1,0.55,0
30,3,2,10,28,-1,0.55,0
30,3,2,10,12,1,0.55,0
30,3,2,20,40,-1,0.55,0
30,3,2,14,56,-1,0.55,0
30,3,2,20,34,1,0.55,0
30,3,2,7,10,1,0.55,0
30,3,2,14,24,1,0.55,0
30,3,2,14,16,1,0.55,0
30,3,2,28,67,-1,0.55,0
30,3,2,7,28,-1,0.55,0
30,3,2,7,17,-1,0.55,0
30,3,2,28,33,1,0.55,0
30,3,2,28,112,-1,0.55,0
30,3,2,5,17,-1,0.55,0
30,3,2,5,6,1,0.55,0
30,3,2,20,57,-1,0.55,0
30,3,2,10,20,1,0.55,0
30,3,2,5,6,1,0.55,0
30,3,2,10,28,-1,0.55,0
30,3,2,7,14,-1,0.55,0
30,3,2,5,10,-1,0.55,0
30,3,2,14,28,-1,0.55,0
30,3,2,28,112,-1,0.55,0
30,3,2,20,34,1,0.55,0
30,3,2,10,28,-1,0.55,0
30,3,2,10,12,1,0.55,0
30,3,2,20,40,-1,0.55,0
30,3,2,14,56,-1,0.55,0
30,3,2,20,34,1,0.55,0
30,3,2,7,10,1,0.55,0
30,3,2,14,24,1,0.55,0
30,4,2,28,112,-1,0.55,0
30,4,2,28,112,-1,0.55,0
30,4,2,5,10,1,0.55,0
30,4,2,10,12,1,0.55,0
30,4,2,28,112,-1,0.55,0
30,4,2,20,28,1,0.55,0
30,4,2,14,17,1,0.55,0
30,4,2,10,12,1,0.55,0
30,4,2,20,24,1,0.55,0
30,4,2,10,12,1,0.55,0
30,4,2,20,24,1,0.55,0
30,4,2,28,79,-1,0.55,0
30,4,2,7,12,-1,0.55,0
30,4,2,20,67,-1,0.55,0
30,4,2,5,6,1,0.55,0
30,4,2,7,20,-1,0.55,0
30,4,2,14,20,1,0.55,0
30,4,2,7,14,-1,0.55,0
30,4,2,10,14,1,0.55,0
30,4,2,14,24,-1,0.55,0
30,4,2,5,10,-1,0.55,0
30,4,2,5,20,-1,0.55,0
30,4,2,14,24,-1,0.55,0
30,4,2,7,8,1,0.55,0
30,4,2,7,10,-1,0.55,0
30,4,2,10,24,-1,0.55,0
30,4,2,14,20,1,0.55,0
30,4,2,20,24,1,0.55,0
30,4,2,28,112,-1,0.55,0
30,4,2,10,17,1,0.55,0
30,4,2,20,80,-1,0.55,0
30,4,2,10,12,1,0.55,0
30,4,2,20,57,-1,0.55,0
30,4,2,7,28,-1,0.55,0
30,4,2,5,14,-1,0.55,0
30,4,2,14,56,-1,0.55,0
30,4,2,28,94,-1,0.55,0
30,4,2,28,94,-1,0.55,0
30,4,2,7,28,-1,0.55,0
30,4,2,5,7,1,0.55,0
30,4,2,28,112,-1,0.55,0
30,4,2,5,7,1,0.55,0
30,4,2,7,12,-1,0.55,0
30,4,2,10,28,-1,0.55,0
30,4,2,14,16,1,0.55,0
30,4,2,5,6,1,0.55,0
30,4,2,20,48,-1,0.55,0
30,4,2,14,24,-1,0.55,0
30,5,2,20,28,1,0.55,0
30,5,2,10,20,-1,0.55,0
30,5,2,10,14,1,0.55,0
30,5,2,7,17,-1,0.55,0
30,5,2,5,6,1,0.55,0
30,5,2,28,94,-1,0.55,0
30,5,2,14,20,1,0.55,0
30,5,2,28,47,-1,0.55,0
30,5,2,5,7,1,0.55,0
30,5,2,5,12,-1,0.55,0
30,5,2,5,7,1,0.55,0
30,5,2,28,40,1,0.55,0
30,5,2,10,40,-1,0.55,0
30,5,2,10,24,-1,0.55,0
30,5,2,20,40,-1,0.55,0
30,5,2,14,28,-1,0.55,0
30,5,2,7,28,-1,0.55,0
30,5,2,7,20,-1,0.55,0
30,5,2,14,47,-1,0.55,0
30,5,2,20,40,-1,0.55,0
30,5,2,14,47,-1,0.55,0
30,5,2,20,24,1,0.55,0
30,5,2,7,17,-1,0.55,0
30,5,2,28,56,-1,0.55,0
30,5,2,5,10,-1,0.55,0
30,5,2,5,8,1,0.55,0
30,5,2,10,20,-1,0.55,0
30,5,2,14,47,-1,0.55,0
30,5,2,10,14,1,0.55,0
30,5,2,20,34,1,0.55,0
30,5,2,28,67,-1,0.55,0
30,5,2,10,11,1,0.55,0
30,5,2,28,40,1,0.55,0
30,5,2,28,56,-1,0.55,0
30,5,2,28,94,-1,0.55,0
30,5,2,20,21,1,0.55,0
30,5,2,7,8,1,0.55,0
30,5,2,5,10,-1,0.55,0
30,5,2,20,57,-1,0.55,0
30,5,2,7,24,-1,0.55,0
30,5,2,10,24,-1,0.55,0
30,5,2,14,28,-1,0.55,0
30,5,2,5,10,-1,0.55,0
30,5,2,7,20,-1,0.55,0
30,5,2,20,67,-1,0.55,0
30,5,2,14,20,1,0.55,0
30,5,2,14,20,1,0.55,0
30,5,2,7,20,-1,0.55,0
31,1,2,14,17,1,0.55,0
31,1,2,20,40,1,0.55,0
31,1,2,10,12,1,0.55,0
31,1,2,5,10,1,0.55,0
31,1,2,5,20,-1,0.55,0
31,1,2,28,47,1,0.55,0
31,1,2,7,12,1,0.55,0
31,1,2,10,11,1,0.55,0
31,1,2,20,48,1,0.55,0
31,1,2,7,8,1,0.55,0
31,1,2,28,47,1,0.55,0
31,1,2,28,79,-1,0.55,0
31,1,2,14,17,1,0.55,0
31,1,2,10,24,-1,0.55,0
31,1,2,5,17,1,0.55,0
31,1,2,20,48,-1,0.55,0
31,1,2,5,7,1,0.55,0
31,1,2,14,40,1,0.55,0
31,1,2,20,57,-1,0.55,0
31,1,2,28,40,1,0.55,0
31,1,2,14,40,-1,0.55,0
31,1,2,7,12,1,0.55,0
31,1,2,10,12,1,0.55,0
31,1,2,7,24,-1,0.55,0
31,1,2,28,47,1,0.55,0
31,1,2,10,17,1,0.55,0
31,1,2,14,56,-1,0.55,0
31,1,2,14,20,1,0.55,0
31,1,2,28,56,-1,0.55,0
31,1,2,10,40,-1,0.55,0
31,1,2,20,34,1,0.55,0
31,1,2,7,8,1,0.55,0
31,1,2,7,12,1,0.55,0
31,1,2,5,14,1,0.55,0
31,1,2,10,28,1,0.55,0
31,1,2,7,12,1,0.55,0
31,1,2,7,28,-1,0.55,0
31,1,2,5,7,1,0.55,0
31,1,2,10,20,1,0.55,0
31,1,2,20,22,1,0.55,0
31,1,2,5,17,1,0.55,0
31,1,2,28,33,1,0.55,0
31,1,2,5,20,1,0.55,0
31,1,2,28,79,-1,0.55,0
31,1,2,14,33,-2,0.55,0
31,1,2,20,22,1,0.55,0
31,1,2,20,67,-1,0.55,0
31,1,2,14,56,-1,0.55,0
31,2,2,7,17,1,0.55,0
31,2,2,5,7,1,0.55,0
31,2,2,28,79,-1,0.55,0
31,2,2,10,24,-1,0.55,0
31,2,2,5,12,1,0.55,0
31,2,2,7,14,1,0.55,0
31,2,2,20,48,-1,0.55,0
31,2,2,20,24,1,0.55,0
31,2,2,14,24,1,0.55,0
31,2,2,20,57,-1,0.55,0
31,2,2,14,20,1,0.55,0
31,2,2,10,20,1,0.55,0
31,2,2,10,34,-1,0.55,0
31,2,2,28,94,-1,0.55,0
31,2,2,20,48,-1,0.55,0
31,2,2,28,79,-1,0.55,0
31,2,2,14,20,1,0.55,0
31,2,2,5,8,1,0.55,0
31,2,2,5,10,1,0.55,0
31,2,2,14,40,-1,0.55,0
31,2,2,7,10,1,0.55,0
31,2,2,10,12,1,0.55,0
31,2,2,7,8,1,0.55,0
31,2,2,28,40,1,0.55,0
31,2,2,28,56,-1,0.55,0
31,2,2,5,10,1,0.55,0
31,2,2,5,10,1,0.55,0
31,2,2,7,9,1,0.55,0
31,2,2,28,112,-1,0.55,0
31,2,2,28,79,-1,0.55,0
31,2,2,20,80,-1,0.55,0
31,2,2,7,9,1,0.55,0
31,2,2,7,10,1,0.55,0
31,2,2,20,40,-1,0.55,0
31,2,2,7,17,1,0.55,0
31,2,2,10,24,-1,0.55,0
31,2,2,14,15,1,0.55,0
31,2,2,28,29,1,0.55,0
31,2,2,14,56,-1,0.55,0
31,2,2,10,14,1,0.55,0
31,2,2,20,67,-1,0.55,0
31,2,2,20,40,1,0.55,0
31,2,2,10,34,-1,0.55,0
31,2,2,5,17,-1,0.55,0
31,2,2,14,17,1,0.55,0
31,2,2,10,24,1,0.55,0
31,2,2,14,33,-1,0.55,0
31,2,2,5,7,1,0.55,0
31,3,2,10,17,1,0.55,0
31,3,2,5,7,1,0.55,0
31,3,2,7,10,1,0.55,0
31,3,2,5,14,1,0.55,0
31,3,2,14,47,-1,0.55,0
31,3,2,7,14,1,0.55,0
31,3,2,28,112,-1,0.55,0
31,3,2,20,28,-1,0.55,0
31,3,2,14,47,-1,0.55,0
31,3,2,20,67,-1,0.55,0
31,3,2,5,20,-1,0.55,0
31,3,2,28,33,1,0.55,0
31,3,2,7,8,1,0.55,0
31,3,2,20,22,1,0.55,0
31,3,2,14,33,1,0.55,0
31,3,2,20,24,1,0.55,0
31,3,2,10,40,-1,0.55,0
31,3,2,14,16,1,0.55,0
31,3,2,28,94,-1,0.55,0
31,3,2,7,17,1,0.55,0
31,3,2,10,14,1,0.55,0
31,3,2,5,12,1,0.55,0
31,3,2,10,12,1,0.55,0
31,3,2,28,29,1,0.55,0
31,3,2,7,14,1,0.55,0
31,3,2,14,15,1,0.55,0
31,3,2,7,8,1,0.55,0
31,3,2,10,28,-1,0.55,0
31,3,2,5,10,1,0.55,0
31,3,2,20,24,1,0.55,0
31,3,2,28,67,-1,0.55,0
31,3,2,7,10,1,0.55,0
31,3,2,5,6,1,0.55,0
31,3,2,14,33,1,0.55,0
31,3,2,20,48,-1,0.55,0
31,3,2,5,17,1,0.55,0
31,3,2,20,22,1,0.55,0
31,3,2,28,56,-1,0.55,0
31,3,2,7,8,1,0.55,0
31,3,2,10,40,-1,0.55,0
31,3,2,5,14,1,0.55,0
31,3,2,10,24,-1,0.55,0
31,3,2,10,34,-1,0.55,0
31,3,2,20,28,1,0.55,0
31,3,2,14,17,1,0.55,0
31,3,2,28,67,-1,0.55,0
31,3,2,28,40,1,0.55,0
31,3,2,14,33,-1,0.55,0
31,4,2,10,24,-1,0.55,0
31,4,2,28,40,1,0.55,0
31,4,2,20,57,-1,0.55,0
31,4,2,28,40,1,0.55,0
31,4,2,14,56,-1,0.55,0
31,4,2,10,12,1,0.55,0
31,4,2,14,47,-1,0.55,0
31,4,2,14,40,-1,0.55,0
31,4,2,5,7,1,0.55,0
31,4,2,10,12,1,0.55,0
31,4,2,28,112,-1,0.55,0
31,4,2,20,57,-1,0.55,0
31,4,2,14,15,1,0.55,0
31,4,2,10,17,-1,0.55,0
31,4,2,5,7,1,0.55,0
31,4,2,7,14,1,0.55,0
31,4,2,7,17,-1,0.55,0
31,4,2,5,14,1,0.55,0
31,4,2,5,8,1,0.55,0
31,4,2,7,14,1,0.55,0
31,4,2,28,56,-1,0.55,0
31,4,2,20,28,-1,0.55,0
31,4,2,7,12,1,0.55,0
31,4,2,20,67,-1,0.55,0
31,4,2,10,24,-1,0.55,0
31,4,2,28,40,1,0.55,0
31,4,2,20,57,-1,0.55,0
31,4,2,28,40,1,0.55,0
31,4,2,14,56,-1,0.55,0
31,4,2,10,12,1,0.55,0
31,4,2,14,47,-1,0.55,0
31,4,2,14,40,-1,0.55,0
31,4,2,5,7,1,0.55,0
31,4,2,10,12,1,0.55,0
31,4,2,28,112,-1,0.55,0
31,4,2,20,57,-1,0.55,0
31,4,2,14,15,1,0.55,0
31,4,2,10,17,1,0.55,0
31,4,2,5,7,1,0.55,0
31,4,2,7,14,1,0.55,0
31,4,2,7,17,1,0.55,0
31,4,2,5,14,1,0.55,0
31,4,2,5,8,1,0.55,0
31,4,2,7,14,1,0.55,0
31,4,2,28,56,-1,0.55,0
31,4,2,20,28,1,0.55,0
31,4,2,7,12,1,0.55,0
31,4,2,20,67,-1,0.55,0
31,5,2,14,56,-1,0.55,0
31,5,2,28,47,-1,0.55,0
31,5,2,20,34,-1,0.55,0
31,5,2,10,20,1,0.55,0
31,5,2,14,56,-1,0.55,0
31,5,2,28,79,-1,0.55,0
31,5,2,10,12,1,0.55,0
31,5,2,7,24,-1,0.55,0
31,5,2,20,28,1,0.55,0
31,5,2,20,34,1,0.55,0
31,5,2,5,20,1,0.55,0
31,5,2,7,17,1,0.55,0
31,5,2,28,67,-1,0.55,0
31,5,2,5,6,1,0.55,0
31,5,2,7,8,1,0.55,0
31,5,2,14,17,1,0.55,0
31,5,2,28,47,-1,0.55,0
31,5,2,10,34,-1,0.55,0
31,5,2,7,12,1,0.55,0
31,5,2,14,20,1,0.55,0
31,5,2,10,20,1,0.55,0
31,5,2,5,6,1,0.55,0
31,5,2,5,7,1,0.55,0
31,5,2,20,24,1,0.55,0
31,5,2,5,10,1,0.55,0
31,5,2,10,40,-1,0.55,0
31,5,2,14,15,-1,0.55,0
31,5,2,14,24,-1,0.55,0
31,5,2,14,33,-1,0.55,0
31,5,2,10,14,1,0.55,0
31,5,2,28,94,-1,0.55,0
31,5,2,28,112,-1,0.55,0
31,5,2,28,56,-1,0.55,0
31,5,2,20,28,1,0.55,0
31,5,2,5,17,1,0.55,0
31,5,2,5,17,1,0.55,0
31,5,2,7,14,-1,0.55,0
31,5,2,7,28,-1,0.55,0
31,5,2,7,17,1,0.55,0
31,5,2,20,24,1,0.55,0
31,5,2,10,40,-1,0.55,0
31,5,2,14,28,2,0.55,0
31,5,2,20,28,1,0.55,0
31,5,2,20,80,-1,0.55,0
31,5,2,10,17,1,0.55,0
31,5,2,5,10,1,0.55,0
31,5,2,7,12,1,0.55,0
31,5,2,28,40,1,0.55,0
32,1,2,7,8,-1,0.55,0
32,1,2,10,28,-1,0.55,0
32,1,2,10,24,-1,0.55,0
32,1,2,10,14,1,0.55,0
32,1,2,14,33,-1,0.55,0
32,1,2,20,57,-1,0.55,0
32,1,2,5,10,-1,0.55,0
32,1,2,28,79,-1,0.55,0
32,1,2,5,14,1,0.55,0
32,1,2,28,112,-1,0.55,0
32,1,2,10,28,1,0.55,0
32,1,2,5,7,1,0.55,0
32,1,2,14,20,1,0.55,0
32,1,2,5,6,1,0.55,0
32,1,2,20,48,-1,0.55,0
32,1,2,7,24,1,0.55,0
32,1,2,7,12,1,0.55,0
32,1,2,28,67,-1,0.55,0
32,1,2,28,67,-1,0.55,0
32,1,2,14,56,-1,0.55,0
32,1,2,7,24,-1,0.55,0
32,1,2,14,24,1,0.55,0
32,1,2,20,40,1,0.55,0
32,1,2,20,80,-1,0.55,0
32,1,2,7,8,1,0.55,0
32,1,2,10,28,1,0.55,0
32,1,2,10,24,1,0.55,0
32,1,2,10,14,1,0.55,0
32,1,2,14,33,-1,0.55,0
32,1,2,20,57,1,0.55,0
32,1,2,5,10,1,0.55,0
32,1,2,28,79,-1,0.55,0
32,1,2,5,14,-1,0.55,0
32,1,2,28,112,-1,0.55,0
32,1,2,10,28,1,0.55,0
32,1,2,5,7,1,0.55,0
32,1,2,14,20,1,0.55,0
32,1,2,5,6,1,0.55,0
32,1,2,20,48,-1,0.55,0
32,1,2,7,24,1,0.55,0
32,1,2,7,12,1,0.55,0
32,1,2,28,67,1,0.55,0
32,1,2,28,67,1,0.55,0
32,1,2,14,56,-1,0.55,0
32,1,2,7,24,-1,0.55,0
32,1,2,14,24,1,0.55,0
32,1,2,20,40,1,0.55,0
32,1,2,20,80,-1,0.55,0
32,2,2,10,24,1,0.55,0
32,2,2,20,28,1,0.55,0
32,2,2,7,24,1,0.55,0
32,2,2,10,17,1,0.55,0
32,2,2,28,56,-1,0.55,0
32,2,2,5,20,-1,0.55,0
32,2,2,14,56,-1,0.55,0
32,2,2,20,22,1,0.55,0
32,2,2,28,79,-1,0.55,0
32,2,2,20,24,1,0.55,0
32,2,2,14,15,1,0.55,0
32,2,2,20,48,1,0.55,0
32,2,2,10,17,1,0.55,0
32,2,2,5,6,1,0.55,0
32,2,2,14,15,1,0.55,0
32,2,2,7,9,1,0.55,0
32,2,2,5,10,1,0.55,0
32,2,2,5,7,1,0.55,0
32,2,2,7,8,1,0.55,0
32,2,2,28,29,1,0.55,0
32,2,2,10,11,1,0.55,0
32,2,2,14,33,1,0.55,0
32,2,2,7,10,1,0.55,0
32,2,2,28,29,1,0.55,0
32,2,2,10,24,1,0.55,0
32,2,2,20,28,1,0.55,0
32,2,2,7,24,-1,0.55,0
32,2,2,10,17,1,0.55,0
32,2,2,28,56,-1,0.55,0
32,2,2,5,20,1,0.55,0
32,2,2,14,56,-1,0.55,0
32,2,2,20,22,1,0.55,0
32,2,2,28,79,1,0.55,0
32,2,2,20,24,1,0.55,0
32,2,2,14,15,1,0.55,0
32,2,2,20,48,-1,0.55,0
32,2,2,10,17,1,0.55,0
32,2,2,5,6,1,0.55,0
32,2,2,14,15,1,0.55,0
32,2,2,7,9,1,0.55,0
32,2,2,5,10,1,0.55,0
32,2,2,5,7,1,0.55,0
32,2,2,7,8,1,0.55,0
32,2,2,28,29,1,0.55,0
32,2,2,10,11,1,0.55,0
32,2,2,14,33,-1,0.55,0
32,2,2,7,10,1,0.55,0
32,2,2,28,29,1,0.55,0
32,3,2,28,33,1,0.55,0
32,3,2,20,48,-1,0.55,0
32,3,2,20,22,1,0.55,0
32,3,2,14,40,-1,0.55,0
32,3,2,10,20,1,0.55,0
32,3,2,10,28,1,0.55,0
32,3,2,14,33,1,0.55,0
32,3,2,28,29,1,0.55,0
32,3,2,7,20,1,0.55,0
32,3,2,28,47,-1,0.55,0
32,3,2,10,24,1,0.55,0
32,3,2,14,15,1,0.55,0
32,3,2,5,17,1,0.55,0
32,3,2,7,10,1,0.55,0
32,3,2,28,56,-1,0.55,0
32,3,2,7,20,1,0.55,0
32,3,2,5,14,-1,0.55,0
32,3,2,7,10,1,0.55,0
32,3,2,14,47,1,0.55,0
32,3,2,5,7,1,0.55,0
32,3,2,5,6,1,0.55,0
32,3,2,10,34,-1,0.55,0
32,3,2,20,67,-1,0.55,0
32,3,2,20,34,-1,0.55,0
32,3,2,28,33,1,0.55,0
32,3,2,20,48,1,0.55,0
32,3,2,20,22,1,0.55,0
32,3,2,14,40,1,0.55,0
32,3,2,10,20,1,0.55,0
32,3,2,10,28,1,0.55,0
32,3,2,14,33,-1,0.55,0
32,3,2,28,29,1,0.55,0
32,3,2,7,20,1,0.55,0
32,3,2,28,47,1,0.55,0
32,3,2,10,24,1,0.55,0
32,3,2,14,15,1,0.55,0
32,3,2,5,17,1,0.55,0
32,3,2,7,10,1,0.55,0
32,3,2,28,56,-1,0.55,0
32,3,2,7,20,1,0.55,0
32,3,2,5,14,1,0.55,0
32,3,2,7,10,1,0.55,0
32,3,2,14,47,1,0.55,0
32,3,2,5,7,1,0.55,0
32,3,2,5,6,1,0.55,0
32,3,2,10,34,-1,0.55,0
32,3,2,20,67,-1,0.55,0
32,3,2,20,34,1,0.55,0
32,4,2,7,28,-1,0.55,0
32,4,2,10,12,1,0.55,0
32,4,2,5,10,1,0.55,0
32,4,2,20,28,1,0.55,0
32,4,2,20,40,-1,0.55,0
32,4,2,14,40,-1,0.55,0
32,4,2,14,20,1,0.55,0
32,4,2,5,20,1,0.55,0
32,4,2,20,57,-1,0.55,0
32,4,2,10,14,1,0.55,0
32,4,2,5,7,1,0.55,0
32,4,2,14,28,1,0.55,0
32,4,2,20,67,-1,0.55,0
32,4,2,28,112,-1,0.55,0
32,4,2,28,56,-1,0.55,0
32,4,2,10,24,1,0.55,0
32,4,2,5,7,1,0.55,0
32,4,2,28,67,-1,0.55,0
32,4,2,7,10,1,0.55,0
32,4,2,7,20,-1,0.55,0
32,4,2,28,94,-1,0.55,0
32,4,2,14,24,1,0.55,0
32,4,2,10,28,1,0.55,0
32,4,2,7,8,1,0.55,0
32,4,2,5,8,1,0.55,0
32,4,2,7,8,1,0.55,0
32,4,2,10,12,1,0.55,0
32,4,2,14,15,1,0.55,0
32,4,2,7,12,1,0.55,0
32,4,2,7,17,1,0.55,0
32,4,2,20,67,-1,0.55,0
32,4,2,10,12,1,0.55,0
32,4,2,20,57,-1,0.55,0
32,4,2,14,40,-1,0.55,0
32,4,2,28,33,1,0.55,0
32,4,2,5,7,1,0.55,0
32,4,2,28,94,-1,0.55,0
32,4,2,14,15,1,0.55,0
32,4,2,10,24,1,0.55,0
32,4,2,7,8,1,0.55,0
32,4,2,10,17,1,0.55,0
32,4,2,14,28,1,0.55,0
32,4,2,20,28,1,0.55,0
32,4,2,20,24,1,0.55,0
32,4,2,28,94,-1,0.55,0
32,4,2,28,112,-1,0.55,0
32,4,2,5,17,1,0.55,0
32,4,2,5,8,1,0.55,0
32,5,2,28,67,-1,0.55,0
32,5,2,7,14,1,0.55,0
32,5,2,7,28,1,0.55,0
32,5,2,20,67,-1,0.55,0
32,5,2,5,17,1,0.55,0
32,5,2,10,12,1,0.55,0
32,5,2,10,34,-1,0.55,0
32,5,2,5,10,-1,0.55,0
32,5,2,10,12,1,0.55,0
32,5,2,20,34,1,0.55,0
32,5,2,14,40,-1,0.55,0
32,5,2,28,56,-1,0.55,0
32,5,2,28,79,-1,0.55,0
32,5,2,28,112,-1,0.55,0
32,5,2,7,17,1,0.55,0
32,5,2,20,57,-1,0.55,0
32,5,2,14,28,1,0.55,0
32,5,2,10,28,1,0.55,0
32,5,2,20,28,1,0.55,0
32,5,2,14,16,1,0.55,0
32,5,2,7,8,1,0.55,0
32,5,2,5,14,1,0.55,0
32,5,2,5,10,1,0.55,0
32,5,2,14,56,-1,0.55,0
32,5,2,5,17,1,0.55,0
32,5,2,7,10,1,0.55,0
32,5,2,28,67,-1,0.55,0
32,5,2,10,40,1,0.55,0
32,5,2,14,17,1,0.55,0
32,5,2,20,48,-1,0.55,0
32,5,2,14,40,-1,0.55,0
32,5,2,7,9,1,0.55,0
32,5,2,20,34,1,0.55,0
32,5,2,7,14,1,0.55,0
32,5,2,10,40,1,0.55,0
32,5,2,14,28,1,0.55,0
32,5,2,28,79,1,0.55,0
32,5,2,10,34,1,0.55,0
32,5,2,5,17,1,0.55,0
32,5,2,28,33,1,0.55,0
32,5,2,20,67,-1,0.55,0
32,5,2,7,14,1,0.55,0
32,5,2,5,12,1,0.55,0
32,5,2,28,79,1,0.55,0
32,5,2,14,40,1,0.55,0
32,5,2,10,24,1,0.55,0
32,5,2,5,17,1,0.55,0
32,5,2,20,40,1,0.55,0
33,1,2,14,33,-1,0.55,0
33,1,2,10,20,-1,0.55,0
33,1,2,20,48,-1,0.55,0
33,1,2,14,56,-1,0.55,0
33,1,2,7,8,1,0.55,0
33,1,2,7,10,1,0.55,0
33,1,2,20,48,1,0.55,0
33,1,2,14,24,-1,0.55,0
33,1,2,10,14,1,0.55,0
33,1,2,7,14,1,0.55,0
33,1,2,5,14,-1,0.55,0
33,1,2,7,14,-1,0.55,0
33,1,2,5,14,-1,0.55,0
33,1,2,20,34,1,0.55,0
33,1,2,10,34,-1,0.55,0
33,1,2,5,14,-1,0.55,0
33,1,2,28,40,-1,0.55,0
33,1,2,28,29,1,0.55,0
33,1,2,28,112,-1,0.55,0
33,1,2,5,14,-1,0.55,0
33,1,2,28,56,-1,0.55,0
33,1,2,10,28,1,0.55,0
33,1,2,20,34,-1,0.55,0
33,1,2,14,47,-1,0.55,0
33,1,2,10,40,-1,0.55,0
33,1,2,10,14,-1,0.55,0
33,1,2,7,24,-1,0.55,0
33,1,2,20,80,-1,0.55,0
33,1,2,28,33,1,0.55,0
33,1,2,14,28,1,0.55,0
33,1,2,14,47,-1,0.55,0
33,1,2,20,48,-1,0.55,0
33,1,2,10,40,-1,0.55,0
33,1,2,5,10,-1,0.55,0
33,1,2,28,29,1,0.55,0
33,1,2,5,8,1,0.55,0
33,1,2,28,79,-1,0.55,0
33,1,2,28,40,-1,0.55,0
33,1,2,20,34,1,0.55,0
33,1,2,5,12,-1,0.55,0
33,1,2,10,20,-1,0.55,0
33,1,2,7,28,-1,0.55,0
33,1,2,14,56,-1,0.55,0
33,1,2,7,14,1,0.55,0
33,1,2,14,40,-1,0.55,0
33,1,2,5,7,1,0.55,0
33,1,2,7,24,-1,0.55,0
33,1,2,20,40,-1,0.55,0
33,2,2,14,15,1,0.55,0
33,2,2,28,67,-1,0.55,0
33,2,2,7,17,1,0.55,0
33,2,2,7,9,1,0.55,0
33,2,2,28,47,-1,0.55,0
33,2,2,7,14,1,0.55,0
33,2,2,28,47,-1,0.55,0
33,2,2,20,67,-1,0.55,0
33,2,2,14,15,1,0.55,0
33,2,2,28,47,-1,0.55,0
33,2,2,10,17,1,0.55,0
33,2,2,10,14,1,0.55,0
33,2,2,14,33,1,0.55,0
33,2,2,5,20,-1,0.55,0
33,2,2,20,57,-1,0.55,0
33,2,2,7,20,-1,0.55,0
33,2,2,20,34,-1,0.55,0
33,2,2,5,14,-1,0.55,0
33,2,2,20,48,-1,0.55,0
33,2,2,10,40,-1,0.55,0
33,2,2,5,12,-1,0.55,0
33,2,2,5,12,-1,0.55,0
33,2,2,10,17,1,0.55,0
33,2,2,14,56,-1,0.55,0
33,2,2,14,17,1,0.55,0
33,2,2,10,24,-1,0.55,0
33,2,2,28,47,-1,0.55,0
33,2,2,20,40,-1,0.55,0
33,2,2,10,24,1,0.55,0
33,2,2,28,79,-1,0.55,0
33,2,2,5,7,1,0.55,0
33,2,2,28,67,-1,0.55,0
33,2,2,10,14,1,0.55,0
33,2,2,7,8,1,0.55,0
33,2,2,14,56,-1,0.55,0
33,2,2,7,28,-1,0.55,0
33,2,2,28,112,-1,0.55,0
33,2,2,10,34,-1,0.55,0
33,2,2,5,7,1,0.55,0
33,2,2,14,56,-1,0.55,0
33,2,2,7,10,1,0.55,0
33,2,2,5,20,-1,0.55,0
33,2,2,7,20,-1,0.55,0
33,2,2,20,24,1,0.55,0
33,2,2,14,40,-1,0.55,0
33,2,2,20,28,1,0.55,0
33,2,2,20,57,-1,0.55,0
33,2,2,5,14,1,0.55,0
33,3,2,28,67,-1,0.55,0
33,3,2,20,40,-1,0.55,0
33,3,2,10,24,-1,0.55,0
33,3,2,5,7,1,0.55,0
33,3,2,7,8,1,0.55,0
33,3,2,28,40,1,0.55,0
33,3,2,28,67,-1,0.55,0
33,3,2,10,34,-1,0.55,0
33,3,2,20,24,1,0.55,0
33,3,2,5,10,1,0.55,0
33,3,2,20,57,-1,0.55,0
33,3,2,10,40,-1,0.55,0
33,3,2,14,16,1,0.55,0
33,3,2,7,10,1,0.55,0
33,3,2,14,40,1,0.55,0
33,3,2,10,40,-1,0.55,0
33,3,2,14,16,1,0.55,0
33,3,2,28,79,-1,0.55,0
33,3,2,5,12,1,0.55,0
33,3,2,5,20,-1,0.55,0
33,3,2,20,67,-1,0.55,0
33,3,2,7,8,1,0.55,0
33,3,2,14,56,-1,0.55,0
33,3,2,7,12,1,0.55,0
33,3,2,10,12,1,0.55,0
33,3,2,20,40,-1,0.55,0
33,3,2,14,40,-1,0.55,0
33,3,2,5,14,1,0.55,0
33,3,2,28,33,1,0.55,0
33,3,2,10,11,1,0.55,0
33,3,2,7,24,-1,0.55,0
33,3,2,28,40,-1,0.55,0
33,3,2,28,40,1,0.55,0
33,3,2,5,14,-1,0.55,0
33,3,2,20,22,1,0.55,0
33,3,2,5,6,1,0.55,0
33,3,2,10,20,-1,0.55,0
33,3,2,7,10,1,0.55,0
33,3,2,28,67,-1,0.55,0
33,3,2,7,14,1,0.55,0
33,3,2,14,47,-1,0.55,0
33,3,2,14,47,-1,0.55,0
33,3,2,20,28,1,0.55,0
33,3,2,5,6,1,0.55,0
33,3,2,10,17,1,0.55,0
33,3,2,20,28,1,0.55,0
33,3,2,14,28,-1,0.55,0
